Item_ID	Sentence	Determiner	Noun	Predicate	Subject	SubjectLength	SubjectParse
2989601:19	once met, yes, all things were possible.	all	things	possible	all things	2	(NP (DT all) (NNS things))
2990128:4	the candles were stark erect, never a tremor."	the	candles	stark	the candles	2	(NP (DT The) (NNS candles))
2994339:14	but i imagine the authorities were grateful to anybody who was prepared to take a couple of refugees off their hands and assume responsibility for them.	the	authorities	grateful	the authorities	2	(NP (DT the) (NNS authorities))
2994704:38	she knew very little about art and couldn't tell if the paintings were brilliant or not.	the	paintings	brilliant	the paintings	2	(NP (DT the) (NNS paintings))
2995022:11	most of the members were wealthy young men.	the	members	wealthy	the members	2	(NP (DT the) (NNS members))
2996884:4	the windows were leaded.	the	windows	leaded	the windows	2	(NP (DT The) (NNS windows))
2997940:4	the exhibits were small islands of light within a sea of shadows.	the	exhibits	small	the exhibits	2	(NP (DT The) (NNS exhibits))
3000370:77	the slaves would work the cane, the spaniards had already demonstrated how well they tolerated the crop's conditions, and most of the slaves were strong, young males.	the	slaves	strong	the slaves	2	(NP (DT the) (NNS slaves))
3000408:5	the islanders were successful in their first sorties, they stole some guns, and they took their first prisoner, one harry butt, who seemed glad to give up without a struggle.	the	islanders	successful	the islanders	2	(NP (DT The) (NNS islanders))
3000675:102	failing to pass through it, or change their strategy and invest the compound from another route, over the fence, as he had done, their plan had stalled at the resistance the settlers were able to muster at that very node.	the	settlers	able	the settlers	2	(NP (DT the) (NNS settlers))
3000683:59	dule saw him fall, and ran, swung himself up the smooth wall of the redoubt where the gunners were hard at work, and found himself at a mere arm's length from one.	the	gunners	hard	the gunners	2	(NP (DT the) (NNS gunners))
3000775:4	the natives were treacherous people, as everyone knew, ungodly and faithless, and their early shows of friendship were nothing but a ruse to lull the pioneers into a false feeling of security, so that they could ensnare them in their false enchantments, pounce on them unawares and kill them while they slept.	the	natives	treacherous	the natives	2	(NP (DT The) (NNS natives))
3004098:5	the changes were complex, as ever, but there were two important aspects: a shift of union power from plant to national level, and with industry entering the early stages of recession some major struggles occurred.	the	changes	complex	the changes	2	(NP (DT The) (NNS changes))
3004391:17	mcgregor also recognised that the assumptions were self-perpetuating, even where the" types" did not exist.	the	assumptions	self-perpetuating	the assumptions	2	(NP (DT the) (NNS assumptions))
3007004:67	but concern as widespread as this cannot be attributed solely to the work of one man, however challenging his ideas: the times were propitious too.	the	times	propitious	the times	2	(NP (DT the) (NNS times))
3007672:4	the courses were linguistics-based and were designed to be professionally relevant in a broad sense, though they included much that made no claim to immediate practical usefulness.	the	courses	linguistics-based	the courses	2	(NP (DT The) (NNS courses))
3009482:15	in some ways, the findings were predictable: unlike british multinationals, the german companies in the sample were characterised by a similar pattern of commitment:	the	findings	predictable	the findings	2	(NP (DT the) (NNS findings))
3009519:4	all companies were dismissive of the value of using professional translation agencies and sought to be self-sufficient --lrb- either within own plant or through their international network --rrb-.	all	companies	dismissive	all companies	2	(NP (DT All) (NNS companies))
3010166:4	the rafters were green and the floorboards had crumbled away like old green bread.	the	rafters	green	the rafters	2	(NP (DT The) (NNS rafters))
3011283:5	the flames were pure, but then she remembered the ash in the morning.	the	flames	pure	the flames	2	(NP (DT The) (NNS flames))
3012263:24	" once when all the chapels and the churches were thronged and full of singing i could have stayed because the flock was here, but now i have to go out seeking a flock.	the	churches	thronged	the churches	2	(NP (DT the) (NNS churches))
3017959:44	they would devour us if they could, and rule the land until the skies were dark with blood and the river ran with gore.	the	skies	dark	the skies	2	(NP (DT the) (NNS skies))
3018294:42	" on the night you were born," said dierdriu," the wolves were restless in the forests, and there was the sound, very faintly, of the sidh singing at tara's gates.	the	wolves	restless	the wolves	2	(NP (DT the) (NNS Wolves))
3019229:56	how they glimpsed the dark lords who hold sway there, how they saw that the skies were dull and clotted with evil magic and black bewitchments.	the	skies	dull	the skies	2	(NP (DT the) (NNS skies))
3019303:35	the purple hour had deepened to its utmost now, and the shadows were heavy with magic and heady with mystery.	the	shadows	heavy	the shadows	2	(NP (DT the) (NNS shadows))
3019534:19	i used to think all poets were byronic --	all	poets	byronic	all poets	2	(NP (DT all) (NNS poets))
3019538:19	i used to think all poets were byronic.	all	poets	byronic	all poets	2	(NP (DT all) (NNS poets))
3019542:19	i used to think all poets were byronic --	all	poets	byronic	all poets	2	(NP (DT all) (NNS poets))
3020859:4	the prices were unbelievable.	the	prices	unbelievable	the prices	2	(NP (DT The) (NNS prices))
3024625:4	the walls were bare except for a photograph of a number of village men standing in front of a house the house.	the	walls	bare	the walls	2	(NP (DT The) (NNS walls))
3025987:4	the rocks were gigantic boulders of conglomerate, monstrous in their barren strangeness, much larger now we were close to them than i had ever realized from the island.	the	rocks	gigantic	the rocks	2	(NP (DT The) (NNS rocks))
3028297:4	these results were important for us in several ways.	these	results	important	these results	2	(NP (DT These) (NNS results))
3031552:64	even though there was a silencer on the gun, the detonation and the whack of the bullet burying itself in the floorboards were unmistakable.	the	floorboards	unmistakable	the floorboards	2	(NP (DT the) (NNS floorboards))
3032374:39	" i went out to work waiting on and some of the women were such comics i couldn't help but laugh at them.	the	women	such	the women	2	(NP (DT the) (NNS women))
3034143:45	she must write a note to each of them to tell them the families were safe as soon as they were all accounted for.	the	families	safe	the families	2	(NP (DT the) (NNS families))
3034494:62	mick redmond had finished a tour of operations and was on leave when john came on leave so the brothers were able to spend some time together for the first time for years.	the	brothers	able	so the brothers	3	(NP (RB so) (DT the) (NNS brothers))
3034809:67	mrs redmond had sent sugar and tinned meat and jam from the food parcels sent from america by her sister, and the girls were proud of the meal that they had been able to provide.	the	girls	proud	the girls	2	(NP (DT the) (NNS girls))
3036184:4	no weapons were visible, although alexei guessed that a dagger was sheathed in jotan's sleeve.	no	weapons	visible	no weapons	2	(NP (DT No) (NNS weapons))
3037165:52	sidacai had been held in chains while he was a prisoner, and the marks of the manacles were plain upon his wrists.	the	manacles	plain	the manacles	2	(NP (DT the) (NNS manacles))
3044087:15	some conservative critics from the think-tanks were disappointed that consumer choice and true market solutions had not been taken further --lrb- green, 1990 --rrb-.	the	think-tanks	disappointed	the think-tanks	2	(NP (DT the) (NNS think-tanks))
3044360:55	he sometimes toyed with the idea of going to live in an ec country, where the streets were cleaner and the wages even higher, but he wouldn't be able to speak the language.	the	streets	cleaner	the streets	2	(NP (DT the) (NNS streets))
3044607:86	there was, undeniably, a spirit of unrest abroad in the air, violence and lawlessness, and corruption in the city, law courts and local councils, while the streets were foul with detritus and thronging with derelict humanity.	the	streets	foul	the streets	2	(NP (DT the) (NNS streets))
3045159:44	sometimes she wished a burglar would come and take them away, but the burglars were interested only in electrical equipment, credit cards and cash.	the	burglars	interested	the burglars	2	(NP (DT the) (NNS burglars))
3045901:38	they were standing on the paved area behind the house: all the windows were dark, the garden chairs and the round table abandoned and vulnerable.	the	windows	dark	all the windows	3	(NP (PDT all) (DT the) (NNS windows))
3047333:62	five thousand years ago, and again three thousand years ago, the chill returned, the pack ice re-formed, and the northlands were colder than they are today --lrb- imbrie and imbrie, 1979 --rrb-.	the	northlands	colder	the northlands	2	(NP (DT the) (NNS northlands))
3048027:34	productivity was concentrated close to the surface; chlorophyll a values were high in summer and a daily peak production of over 300 mg c m 2 was recorded, decreasing rapidly below 1 m --lrb- heywood, 1984 --rrb-.	a	values	high	a values	2	(NP (DT a) (NNS values))
3048910:4	these measures were more for the maintenance of the industry than to save whales.	these	measures	more	these measures	2	(NP (DT These) (NNS measures))
3049438:28	in turn, both of these required that the participants were open and honest in presenting and discussing their individual value-positions on matters of curriculum and classroom organization.	the	participants	open	the participants	2	(NP (DT the) (NNS participants))
3049847:12	in such cases the tensions were greater than in the smaller schools.	the	tensions	greater	the tensions	2	(NP (DT the) (NNS tensions))
3050260:37	they were able to do this partly because some of the messages were generalized enough to allow virtually any interpretation, and partly because messages sometimes combined minute practical detail with broad general principle, allowing teachers to feel they were taking a step in the right direction by changing the surface appearance of their practice without altering its substance.	the	messages	generalized	the messages	2	(NP (DT the) (NNS messages))
3052489:16	none the less, the employers were intent on fierce resistance.	the	employers	intent	the employers	2	(NP (DT the) (NNS employers))
3053548:14	after two hours, the police were tired of being pushed and pelted with house bricks.	the	police	tired	the police	2	(NP (DT the) (NNS police))
3054149:26	an estimated 22 per cent of all assaults were domestic, 7 per cent were racist and 3.5 per cent police assaults.	all	assaults	domestic	all assaults	2	(NP (DT all) (NNS assaults))
3054467:4	the pay-offs were enormous.	the	pay-offs	enormous	the pay-offs	2	(NP (DT The) (NNS pay-offs))
3055817:5	the windows were narrow and mean-looking, but from each one glowed the dull red fire from the terrible furnaces.	the	windows	narrow	the windows	2	(NP (DT The) (NNS windows))
3056300:92	and then the drawbridge was falling, with a clanking and a whirring of machinery and the light was pouring into the courtyard and the gnomes were cheering and the giants were nodding to one another, and there was nothing for it but to ride away with snodgrass, with balor loping along at their side, with fenella behind in the hands of the gruagach.	the	giants	nodding	the giants	2	(NP (DT the) (NNS giants))
3056669:5	the rope-lights were tight-fitting, but they were not cruel; he could breathe easily and he could move.	the	rope-lights	tight-fitting	the rope-lights	2	(NP (DT The) (NNS rope-lights))
3056951:13	the stirrings and the rustlings were louder and floy was suddenly and strongly aware of eyes upon him.	the	rustlings	louder	the rustlings	2	(NP (DT the) (NNS rustlings))
3057973:40	fenella stood very still and stared at the robe, seeing that the lids were closed and that here and there the lashes were matted and sticky-looking.	the	lids	closed	the lids	2	(NP (DT the) (NNS lids))
3057973:64	fenella stood very still and stared at the robe, seeing that the lids were closed and that here and there the lashes were matted and sticky-looking.	the	lashes	matted	here and there the lashes	5	(NP (ADVP (RB here) (CC and) (RB there)) (DT the) (NNS lashes))
3061484:72	because of her awkward position, she was forced to use the prosthetic arm --lrb- the fake one, she kept thinking --rrb-, and the fingers were dull and leaden.	the	fingers	dull	the fingers	2	(NP (DT the) (NNS fingers))
3066545:4	the shoes were elegant and suited the dress, adding a touch of much-needed sophistication.	the	shoes	elegant	the shoes	2	(NP (DT The) (NNS shoes))
3067589:4	the voices were clearer now, and suddenly the kitchen door opened and light poured into the hall, helping to dispel the shadows thrown by its own dim and sleazy light bulb.	the	voices	clearer	the voices	2	(NP (DT The) (NNS voices))
3068086:5	the gods were grateful, and for comfort given	the	gods	grateful	the gods	2	(NP (DT The) (NNS gods))
3070585:32	he had given up years ago the delusion that all men were homosexual at heart, and that it was just a question of finding the key to unlock their repressed desires.	all	men	homosexual	all men	2	(NP (DT all) (NNS men))
3070830:4	the walls were bare stone covered with a fan of rusting swords and three flintlocks.	the	walls	bare	the walls	2	(NP (DT The) (NNS walls))
3072808:25	right at the last minute, as the cameras were due to roll, the director spotted that beesley had managed to insinuate himself to the ship's rail; picking up his megaphone, he instructed the amateur imposter kindly to disembark.	the	cameras	due	the cameras	2	(NP (DT the) (NNS cameras))
3073867:74	" a very large beetle", she will say, as if she wouldn't have bothered me about a smaller one; or" the steps were slippery"; or merely --lrb- which strikes me as cryptic to the point of tautology --rrb-," something nasty".	the	steps	slippery	the steps	2	(NP (DT The) (NNS steps))
3075962:78	the matter came to a head in dewsbury where parents refused to send twenty-six children to a school in which the vast majority of the pupils were asian.	the	pupils	asian	the pupils	2	(NP (DT the) (NNS pupils))
3075992:91	a survey carried out by the labour party revealed that two-thirds of the authorities questioned were experiencing difficulties in recruiting parent governors, a quarter of them claiming that the problems were serious.	the	problems	serious	the problems	2	(NP (DT the) (NNS problems))
3076188:62	this entailed the loss of about 3,000 posts with some universities shedding 25 per cent of their staff; some departments were closed and a number of institutions came close to bankruptcy.	some	departments	closed	some departments	2	(NP (DT some) (NNS departments))
3076389:99	a department of the environment report on eleven such schemes found that there was often little or no consultation with tenants over the future of their homes and only a small proportion of the purchasers were local authority tenants or people on the council waiting list.	the	purchasers	local	the purchasers	2	(NP (DT the) (NNS purchasers))
3077088:4	the projects were small scale, covering only 857 clients between them.	the	projects	small	the projects	2	(NP (DT The) (NNS projects))
3082441:25	when the flames had died down and the ashes were cold, she scattered the ashes to the north, east, south and west.	the	ashes	cold	the ashes	2	(NP (DT the) (NNS ashes))
3084280:10	in c2 the trains were 5th in their semi, unfortunately the slower of the 5th times, but they kept the pressure on until the line and as they slowed down andy leaned forward and patted steve on the back, an appropriate gesture.	the	trains	5th	the trains	2	(NP (DT the) (NNS Trains))
3085391:4	the salesmen were willing to follow the same line as it entailed no extra effort on their part and was not likely to interfere with their way of doing things.	the	salesmen	willing	the salesmen	2	(NP (DT The) (NNS salesmen))
3094415:4	all prices were correct at the time of going to press.	all	prices	correct	all prices	2	(NP (DT All) (NNS prices))
3095998:14	everyone agreed that the gorbachevs were lovely people.	the	gorbachevs	lovely	the gorbachevs	2	(NP (DT the) (NNS Gorbachevs))
3096006:14	everyone agreed that the gorbachevs were lovely people	the	gorbachevs	lovely	the gorbachevs	2	(NP (DT the) (NNS Gorbachevs))
3097984:12	many of the stories were unbelievable, but when i later checked them, all were true.	the	stories	unbelievable	the stories	2	(NP (DT the) (NNS stories))
3098095:68	however, we discovered that if one ate the prawns with the cinnamon meat sauce and mixed in lots of stir-fried manage-touts the results were marvellous.	the	results	marvellous	the results	2	(NP (DT the) (NNS results))
3098138:4	the prunes were good but with three extra stones in the juice christopher wondered who might have been there before him.	the	prunes	good	the prunes	2	(NP (DT The) (NNS prunes))
3104298:4	the results were startling.	the	results	startling	the results	2	(NP (DT The) (NNS results))
3118233:4	the slopes were steep but easy to turn on.	the	slopes	steep	the slopes	2	(NP (DT The) (NNS slopes))
3119722:24	a notice in the porch stated that the church-keys were available from the first house in the village.	the	church-keys	available	the church-keys	2	(NP (DT the) (NNS church-keys))
3119886:13	a few of these bags were full of never-used pre-decimal silver shillings!	these	bags	full	these bags	2	(NP (DT these) (NNS bags))
3120423:6	all these sauce-boats were low and flat-bottomed with waved or scooped rims and concave sides, later followed by examples with a rounded body, spout and handle; the low foot rim being developed into a short stem.	these	sauce-boats	low	all these sauce-boats	3	(NP (PDT All) (DT these) (NNS sauce-boats))
3120601:10	even though these routes were ill-defined, they served the nation's long-distance trading needs.	these	routes	ill-defined	these routes	2	(NP (DT these) (NNS routes))
3122971:5	some people were worried:" it's great, but can you keep the standard up?"	some	people	worried	some people	2	(NP (DT Some) (NNS people))
3123021:4	the results were remarkable.	the	results	remarkable	the results	2	(NP (DT The) (NNS results))
3123046:21	as it turned out, the sceptics were wrong and birmingham was proved right.	the	sceptics	wrong	the sceptics	2	(NP (DT the) (NNS sceptics))
3123621:106	so, other than the odd slurp and percussive explosion from the headphones, plus sotto voce undertones from the foremen across the aisle, all was peace, the clansman was taking the strain, and the feet were visible uncurling.	the	feet	visible	the feet	2	(NP (DT the) (NNS feet))
3124146:44	shankar and his tabla player, alla rakha, held the apparently preposterous view that all notes were equal.	all	notes	equal	all notes	2	(NP (DT all) (NNS notes))
3125135:36	by analysing element of the calls back at the laboratory, the biologists were able to show that the prairie dogs distinguished between them reasonably well, effectively creating a distinctive call for each person.	the	biologists	able	the biologists	2	(NP (DT the) (NNS biologists))
3127938:4	the organisers were disappointed with the total submission figures, however a number of males may have chosen not to submit: the proportion of males decreased and therefore another form of selection occurred even before the formal process.	the	organisers	disappointed	the organisers	2	(NP (DT The) (NNS organisers))
3129117:4	the options were clear -- and bleak.	the	options	clear	the options	2	(NP (DT The) (NNS options))
3129270:5	both types were great value, and you loved our mountain bikes offer in april.	both	types	great	both types	2	(NP (DT Both) (NNS types))
3133492:10	tactically, both skippers were able to hold their own in the starts; indeed, although schumann did not win a race, he was ahead in the weather mark in four of his matches.	both	skippers	able	both skippers	2	(NP (DT both) (NNS skippers))
3134451:4	the crews were undaunted.	the	crews	undaunted	the crews	2	(NP (DT The) (NNS crews))
3135176:7	here the seas were steeper than ever.	the	seas	steeper	the seas	2	(NP (DT the) (NNS seas))
3136746:4	those batteries were big, heavy glass things and took some carrying, particularly on a hot day.	those	batteries	big	those batteries	2	(NP (DT Those) (NNS batteries))
3139979:4	the fields were vast, full now of dark-yellow wheat stubble, waiting to be ploughed.	the	fields	vast	the fields	2	(NP (DT The) (NNS fields))
3139981:37	in the kras the vines grew close to the ground, and the fields were tiny and defined by stone walls, while in the po valley there seemed to be no walls at all.	the	fields	tiny	the fields	2	(NP (DT the) (NNS fields))
3140155:14	the doors of the houses were closed and the shutters left open just enough to allow some fresh air to penetrate the rooms.	the	houses	closed	the houses	2	(NP (DT the) (NNS houses))
3140156:6	even the flies were silent.	the	flies	silent	even the flies	3	(NP (RB Even) (DT the) (NNS flies))
3140178:12	many of the films were silent, but the people who went to the evening performances could enjoy a musical accompaniment played on the piano by the local music teacher, who was blind.	the	films	silent	the films	2	(NP (DT the) (NNS films))
3140273:44	out in the country, too, in places like fontanellato, most of the contadini were communist.	the	contadini	communist	the contadini	2	(NP (DT the) (NNS contadini))
3140397:6	even the nights were happy, full of wonderful dreams which almost amounted to a second life.	the	nights	happy	even the nights	3	(NP (RB Even) (DT the) (NNS nights))
3140507:5	the crowds were delirious with joy and, according to mussolini, he himself felt that this was the most triumphant day of his entire life.	the	crowds	delirious	the crowds	2	(NP (DT The) (NNS crowds))
3140596:89	in parma, as in all other towns and cities in italy, there were a number of case di tolleranza, brothels recognized by the authorities, in which the girls were subject to regular medical examinations, and three of the boys in our class plucked up the courage to visit one of these on the way home from school one evening.	the	girls	subject	the girls	2	(NP (DT the) (NNS girls))
3140644:34	at the height of the season, july and august, the quantities were enormous, and the carts or trucks had to queue outside on the road.	the	quantities	enormous	the quantities	2	(NP (DT the) (NNS quantities))
3141205:4	the newspapers were full of propaganda and of distorted news of" traitors" to the regime and the country.	the	newspapers	full	the newspapers	2	(NP (DT The) (NNS newspapers))
3141702:43	at 22.25 on the twenty-fifth, the american fifth army entered parma and the streets were full of partisans.	the	streets	full	the streets	2	(NP (DT the) (NNS streets))
3141733:5	the cafes were full once again; men drank and played cards and talked endlessly about the war.	the	cafes	full	the cafes	2	(NP (DT The) (NNS cafes))
3142477:4	the ships were ready only just in time; for in 481 it became clear to all that the invasion was imminent.	the	ships	ready	the ships	2	(NP (DT The) (NNS ships))
3142499:61	most states of the mainland were represented, and from the congress invitations were sent to others; but the results were disappointing.	the	results	disappointing	the results	2	(NP (DT the) (NNS results))
3142654:5	both sides were glad, says herodotos, when sunset ended the battle.	both	sides	glad	both sides	2	(NP (DT Both) (NNS sides))
3146737:23	the similarities between the threatening note and the samples were unmistakable.	the	samples	unmistakable	the samples	2	(NP (DT the) (NNS samples))
3146777:4	the footsteps were familiar.	the	footsteps	familiar	the footsteps	2	(NP (DT The) (NNS footsteps))
3152109:5	the routes were impossible to trace back, he said.	the	routes	impossible	the routes	2	(NP (DT The) (NNS routes))
3153401:5	the buildings were rickety ruins, but there were a lot of them.	the	buildings	rickety	the buildings	2	(NP (DT The) (NNS buildings))
3155107:15	someone once said that principles were expensive things.	that	principles	expensive	that principles	2	(NP (DT that) (NNS principles))
3155982:52	in campbell v. neilson --lrb- 1897 --rrb- 24 r. --lrb- j. --rrb- 28, where the circumstances were similar, it was said by lord justice-general robertson at p. 30:" it is the transferee alone who can lawfully carry on business in the premises under the certificate.	the	circumstances	similar	the circumstances	2	(NP (DT the) (NNS circumstances))
3157981:114	it was noted that the localiser deflection sensitivity of the no. 1 vor was set too high and the flag alarm settings on both the localiser and the glideslope were such that the flags would not appear even when the signals were unusable.	the	signals	unusable	the signals	2	(NP (DT the) (NNS signals))
3160635:52	in campbell v. neilson --lrb- 1897 --rrb- 24 r. --lrb- j. --rrb- 28, where the circumstances were similar, it was said by lord justice-general robertson at p. 30:" it is the transferee alone who can lawfully carry on business in the premises under the certificate.	the	circumstances	similar	the circumstances	2	(NP (DT the) (NNS circumstances))
3163660:4	the feathers were long and limp, hanging in silky strands.	the	feathers	long	the feathers	2	(NP (DT The) (NNS feathers))
3166132:4	the wines were appropriate.	the	wines	appropriate	the wines	2	(NP (DT The) (NNS wines))
3166484:67	his nationalisation and fury at british exploitation made it impossible for him to compromise even if it was clear that this policies were self-destructive.	this	policies	self-destructive	this policies	2	(NP (DT this) (NNS policies))
3166906:56	one state department cable to the us ambassador in teheran asked him to remind the shah the reforms were necessary" because it is generally agreed that without some reforms iran as likely as khrushchev predicted to fall to soviets like ripe plum"	the	reforms	necessary	the reforms	2	(NP (DT the) (NNS reforms))
3166939:5	the achievements were considerable; the economy grew.	the	achievements	considerable	the achievements	2	(NP (DT The) (NNS achievements))
3166970:75	they all said their emotional farewells, sadat begged the shah to return whenever he wished, the shah and the queen boarded the doors were closed and the shah walked forward to sit beside captain moezzi in the cockpit.	the	doors	closed	the doors	2	(NP (DT the) (NNS doors))
3166980:5	some courtiers were intelligent, some had the desire to educate themselves, but in the whole these people had little interest in politics, beyond a vapid enthusiasm for the status quo which treated them so well, and an unthinking conservatism, which led them to dismiss anyone with views to the left of their own as" communists".	some	courtiers	intelligent	some courtiers	2	(NP (DT Some) (NNS courtiers))
3167426:4	the crowds were delirious and impassable.	the	crowds	delirious	the crowds	2	(NP (DT The) (NNS Crowds))
3167495:17	he told bazargan that the posts were useful for iranian security, since they provided information on soviet troop movements.	the	posts	useful	the posts	2	(NP (DT the) (NNS posts))
3169176:32	it was a sunday, about three o' clock and the streets were quiet.	the	streets	quiet	the streets	2	(NP (DT the) (NNS streets))
3183158:14	and you know the sums were horrendous.	the	sums	horrendous	the sums	2	(NP (DT the) (NNS sums))
3183941:50	and then there was a study into and area of belfast where most of the men were unemployed and it was the women who were going out to work in the factory and it was found to be the other way round, and the women spoke more of a non-standard than the men did when the men were staying at home.	the	men	unemployed	the men	2	(NP (DT the) (NNS men))
3187295:4	the greens were good oh aye, i got my feet rather wet, from being in the bog.	the	greens	good	the greens	2	(NP (DT The) (NNS greens))
3192623:6	all the condiments were unheard of brands.	the	condiments	unheard	all the condiments	3	(NP (PDT All) (DT the) (NNS condiments))
3200733:8	although the classes were small, he became a legendary teacher.	the	classes	small	the classes	2	(NP (DT the) (NNS classes))
3203037:4	these contests were notable events, judged by such prominent patrons as the king's half-brother aymer de valence --lsb- q.v. --rsb-,	these	contests	notable	these contests	2	(NP (DT These) (NNS contests))
3208884:12	believing that the merchants were responsible for his sequestration in 1644, following the interception of a letter of his to charles i, crowe retaliated in 1646 by bribing the grand vizier to arrest all the company's factory at constantinople and some of its merchants at smyrna.	the	merchants	responsible	the merchants	2	(NP (DT the) (NNS merchants))
3211024:4	both men were lifelong friends of his and also had influential careers in rome.	both	men	lifelong	both men	2	(NP (DT Both) (NNS men))
3216883:163	determined to maintain the authority of the president, in 1766 he overruled the appointment of a new steward --lrb- who oversaw the domestic arrangements of the college --rrb- made at a meeting presided over by the vice-president, having persuaded eight of the senior fellows to protest at the action and ruling that the proceedings were contrary to statute.	the	proceedings	contrary	the proceedings	2	(NP (DT the) (NNS proceedings))
3217717:31	cricket was somewhat uncoordinated before the early nineteenth century: many fixtures were impromptu and piecemeal, despite the use of rather grandiose labels.	many	fixtures	impromptu	many fixtures	2	(NP (DT many) (NNS fixtures))
3218623:34	the catalogue introduction was by john galsworthy --lsb- q.v. --rsb-, the critics were enthusiastic, and the show was seen throughout britain.	the	critics	enthusiastic	the critics	2	(NP (DT the) (NNS critics))
3219941:5	both men were anxious not to antagonize any faction, but their pleas for order, at a time of political violence and uncertainty, went unheeded.	both	men	anxious	both men	2	(NP (DT Both) (NNS men))
3225030:4	both marriages were childless.	both	marriages	childless	both marriages	2	(NP (DT Both) (NNS marriages))
3226279:4	both parents were committed members of the plymouth brethren.	both	parents	committed	both parents	2	(NP (DT Both) (NNS parents))
3229362:122	in considering the possible effects of soot on global climate, the models suggest that since the soot did not reach the stratosphere --lrb- around 14-15 km in this region --rrb-, where it could have remained for several years, the fires were unlikely to have caused significant global climate effects.	the	fires	unlikely	the fires	2	(NP (DT the) (NNS fires))
3229807:120	the first was that natural justice could have only a limited application in the context of the wider duties or discretion imposed upon a minister; unfortunately the courts had applied those limited notions of natural justice to other areas where the constraints were unnecessary.	the	constraints	unnecessary	the constraints	2	(NP (DT the) (NNS constraints))
3229940:4	the directors were unwilling to respond to questions unless given a number of assurances and on condition that a judicial type of inquiry was conducted.	the	directors	unwilling	the directors	2	(NP (DT The) (NNS directors))
3231792:9	naturally the comparisons were closest with other crustaceans, and huxley brought in shrimps, lobsters and crabs in the context of his course; the crayfish was a typical crustacean rather as the man on the clapham omnibus was supposed to be a typical englishman.	the	comparisons	closest	the comparisons	2	(NP (DT the) (NNS comparisons))
3231820:14	the plates in these volumes were hand-coloured, and the original ones, coloured by swainson and annotated by him so that colourists could get them right, have recently come to light and are at the linnean society, where his correspondence is also.	these	volumes	hand-coloured	these volumes	2	(NP (DT these) (NNS volumes))
3231833:5	the circles were full up, and therefore man was not a part of the animal kingdom at all.	the	circles	full	the circles	2	(NP (DT The) (NNS circles))
3231862:54	on his return, he got a post at king's college, london, teaching botany; but the fees were small.	the	fees	small	the fees	2	(NP (DT the) (NNS fees))
3232232:41	nevertheless, he found it worth enquiring, as presidents of the baas were wont to do, whether" sufficient facilities for education in science exist or are in progress in our country; and whether government or other important bodies provide sufficient encouragement and reward for its prosecution".	the	baas	wont	the baas	2	(NP (DT the) (NNS BAAS))
3232373:74	what these discourses show is that" science" still meant something wider than it does in the twentieth century; what the lecturers were encouraging was realistic assessment and sound judgement.	the	lecturers	encouraging	the lecturers	2	(NP (DT the) (NNS lecturers))
3232455:47	harrowby had expressed faith in scientific education and in the scientific spirit generally, and these things were prominent in the discourses at the royal institution in the 1870s.	these	things	prominent	these things	2	(NP (DT these) (NNS things))
3232578:82	all chemical reactions were in a sense an expression of this principle; and if it seemed in some case that the weights of the reactants and the products were unequal, then the chemist must have missed something.	the	products	unequal	the products	2	(NP (DT the) (NNS products))
3233150:6	all these peas were tall.	these	peas	tall	all these peas	3	(NP (PDT All) (DT these) (NNS peas))
3233160:43	he then crossed members of the first generation; and in the second generation the peas were tall and short in the ratio 3 to 1.	the	peas	tall	the peas	2	(NP (DT the) (NNS peas))
3233270:6	all the hybrids were non-hygienic --lrb- figure 3.3 --rrb-.	the	hybrids	non-hygienic	all the hybrids	3	(NP (PDT All) (DT the) (NNS hybrids))
3233277:22	the remaining half --lrb- --rrb- of the colonies were non-hygienic -- they left cap and larva alone.	the	colonies	non-hygienic	the colonies	2	(NP (DT the) (NNS colonies))
3234094:49	she dyed some of the rice grains a different colour from the background, these grains were easy to see: she dyed other grains the same colour as the background, which made them difficult to see.	these	grains	easy	these grains	2	(NP (DT these) (NNS grains))
3235481:7	increasingly the dresses were full of lace inserts and pin-tucks, which were intricate to sew.	the	dresses	full	the dresses	2	(NP (DT the) (NNS dresses))
3235939:87	from the first he would often stay behind" after hours", telling his mates he" just wanted to finish this run" because he knew the machines were capable of producing more material than they were currently achieving.	the	machines	capable	the machines	2	(NP (DT the) (NNS machines))
3247876:4	the words were impulsive, out before she'd had time to vet them.	the	words	impulsive	the words	2	(NP (DT The) (NNS words))
3250576:5	the roads were busy at first, then the traffic grew more scarce.	the	roads	busy	the roads	2	(NP (DT The) (NNS roads))
3251420:14	inside, however, the buildings were spacious.	the	buildings	spacious	the buildings	2	(NP (DT the) (NNS buildings))
3255038:40	fortunately johnny was still there -- a stroke of luck considering that the pubs were open.	the	pubs	open	the pubs	2	(NP (DT the) (NNS pubs))
3256698:13	for a while both men were quiet, contemplating the scene, then mach spoke.	both	men	quiet	both men	2	(NP (DT both) (NNS men))
3259117:12	i thought these ceremonies were private?"	these	ceremonies	private	these ceremonies	2	(NP (DT these) (NNS ceremonies))
3259124:15	" i thought those systems were discrete," lever said.	those	systems	discrete	those systems	2	(NP (DT those) (NNS systems))
3259149:5	the ranks were thin, the weakness of the family exposed to view, and yet li yuan stood proudly, his eyes looking straight ahead, into the darkness of the tomb.	the	ranks	thin	the ranks	2	(NP (DT The) (NNS ranks))
