,workerid,utterance,response,context,sentence_type,language,comments,dimension,valence,slide_number
1429,28,tall,0.8,regular,dist,English,,height,pos,15
1430,28,tall,0.74,regular,coll,English,,height,pos,15
1431,28,lengthy,0.84,regular,dist,English,,length,pos,16
1432,28,lengthy,0.38,regular,coll,English,,length,pos,16
1433,28,thin,0.35,regular,coll,English,,width,neg,17
1434,28,thin,0.83,regular,dist,English,,width,neg,17
1435,28,huge,0.82,regular,dist,English,,size,pos,18
1436,28,huge,0.67,regular,coll,English,,size,pos,18
1437,28,humongous,0.45,regular,coll,English,,size,pos,19
1438,28,humongous,0.82,regular,dist,English,,size,pos,19
1439,28,slight,0.43,regular,dist,English,,size,neg,20
1440,28,slight,0.7,regular,coll,English,,size,neg,20
1441,28,large,0.8,regular,coll,English,,size,pos,21
1442,28,large,0.61,regular,dist,English,,size,pos,21
1443,28,flat,0.41,regular,coll,English,,height,neg,22
1444,28,flat,0.72,regular,dist,English,,height,neg,22
1445,28,low,0.77,regular,dist,English,,height,neg,23
1446,28,low,0.58,regular,coll,English,,height,neg,23
1447,28,little,0.65,regular,coll,English,,size,neg,24
1448,28,little,0.87,regular,dist,English,,size,neg,24
1449,28,wide,0.78,regular,coll,English,,width,pos,25
1450,28,wide,0.73,regular,dist,English,,width,pos,25
1451,29,deep,0.33,random,coll,english,,depth,pos,1
1452,29,deep,0.52,random,dist,english,,depth,pos,1
1453,29,big,0.65,random,coll,english,,size,pos,2
1454,29,big,0.53,random,dist,english,,size,pos,2
1455,29,flat,0.38,random,coll,english,,height,neg,3
1456,29,flat,0.51,random,dist,english,,height,neg,3
1457,29,humongous,0.58,random,dist,english,,size,pos,4
1458,29,humongous,0.53,random,coll,english,,size,pos,4
1459,29,full,0.79,random,dist,english,,capacity,pos,5
1460,29,full,0.63,random,coll,english,,capacity,pos,5
1461,29,slight,0.43,random,coll,english,,size,neg,6
1462,29,slight,0.65,random,dist,english,,size,neg,6
1463,29,tiny,0.41,random,dist,english,,size,neg,7
1464,29,tiny,0.59,random,coll,english,,size,neg,7
1465,29,skinny,0.57,random,coll,english,,width,neg,8
1466,29,skinny,0.55,random,dist,english,,width,neg,8
1467,29,little,0.22,random,dist,english,,size,neg,9
1468,29,little,0.18,random,coll,english,,size,neg,9
1469,29,low,0.66,random,dist,english,,height,neg,10
1470,29,low,0.38,random,coll,english,,height,neg,10
1471,29,mini,0.54,random,dist,english,,size,neg,11
1472,29,mini,0.76,random,coll,english,,size,neg,11
1473,29,huge,0.67,random,coll,english,,size,pos,12
1474,29,huge,0.67,random,dist,english,,size,pos,12
1475,29,fat,0.32,random,dist,english,,width,pos,13
1476,29,fat,0.25,random,coll,english,,width,pos,13
1477,29,small,0.53,random,dist,english,,size,neg,14
1478,29,small,0.52,random,coll,english,,size,neg,14
1479,29,lengthy,0.64,random,dist,english,,length,pos,15
1480,29,lengthy,0.68,random,coll,english,,length,pos,15
1481,29,thick,0.31,random,coll,english,,width,pos,16
1482,29,thick,0.4,random,dist,english,,width,pos,16
1483,29,tall,0.42,random,coll,english,,height,pos,17
1484,29,tall,0.73,random,dist,english,,height,pos,17
1485,29,heavy,0.36,random,dist,english,,weight,pos,18
1486,29,heavy,0.48,random,coll,english,,weight,pos,18
1487,29,large,0.32,random,dist,english,,size,pos,19
1488,29,large,0.3,random,coll,english,,size,pos,19
1489,29,narrow,0.27,random,coll,english,,width,neg,20
1490,29,narrow,0.2,random,dist,english,,width,neg,20
1491,29,long,0.61,random,dist,english,,length,pos,21
1492,29,long,0.61,random,coll,english,,length,pos,21
1493,29,short,0.41,random,coll,english,,height,neg,22
1494,29,short,0.56,random,dist,english,,height,neg,22
1495,29,high,0.68,random,coll,english,,height,pos,23
1496,29,high,0.7,random,dist,english,,height,pos,23
1497,29,wide,0.82,random,coll,english,,width,pos,24
1498,29,wide,0.87,random,dist,english,,width,pos,24
1499,29,thin,0.46,random,coll,english,,width,neg,25
1500,29,thin,0.51,random,dist,english,,width,neg,25
1501,30,deep,0.47,random,dist,english,,depth,pos,1
1502,30,deep,0.22,random,coll,english,,depth,pos,1
1503,30,huge,0.51,random,dist,english,,size,pos,2
1504,30,huge,0.5,random,coll,english,,size,pos,2
1505,30,small,0.25,random,dist,english,,size,neg,3
1506,30,small,0.33,random,coll,english,,size,neg,3
1507,30,tall,0.37,random,dist,english,,height,pos,4
1508,30,tall,0.47,random,coll,english,,height,pos,4
1509,30,long,0.39,random,dist,english,,length,pos,5
1510,30,long,0.49,random,coll,english,,length,pos,5
1511,30,slight,0.38,random,coll,english,,size,neg,6
1512,30,slight,0.38,random,dist,english,,size,neg,6
1513,30,heavy,0.41,random,dist,english,,weight,pos,7
1514,30,heavy,0.56,random,coll,english,,weight,pos,7
1515,30,high,0.36,random,coll,english,,height,pos,8
1516,30,high,0.28,random,dist,english,,height,pos,8
1517,30,thin,0.25,random,coll,english,,width,neg,9
1518,30,thin,0.33,random,dist,english,,width,neg,9
1519,30,flat,0.21,random,coll,english,,height,neg,10
1520,30,flat,0.37,random,dist,english,,height,neg,10
1521,30,fat,0.33,random,coll,english,,width,pos,11
1522,30,fat,0.27,random,dist,english,,width,pos,11
1523,30,tiny,0.15,random,coll,english,,size,neg,12
1524,30,tiny,0.37,random,dist,english,,size,neg,12
1525,30,thick,0.52,random,coll,english,,width,pos,13
1526,30,thick,0.29,random,dist,english,,width,pos,13
1527,30,low,0.3,random,dist,english,,height,neg,14
1528,30,low,0.22,random,coll,english,,height,neg,14
1529,30,humongous,0.53,random,coll,english,,size,pos,15
1530,30,humongous,0.36,random,dist,english,,size,pos,15
1531,30,large,0.39,random,dist,english,,size,pos,16
1532,30,large,0.39,random,coll,english,,size,pos,16
1533,30,short,0.39,random,dist,english,,height,neg,17
1534,30,short,0.27,random,coll,english,,height,neg,17
1535,30,wide,0.43,random,dist,english,,width,pos,18
1536,30,wide,0.39,random,coll,english,,width,pos,18
1537,30,full,0.31,random,dist,english,,capacity,pos,19
1538,30,full,0.5,random,coll,english,,capacity,pos,19
1539,30,lengthy,0.57,random,dist,english,,length,pos,20
1540,30,lengthy,0.72,random,coll,english,,length,pos,20
1541,30,mini,0.42,random,coll,english,,size,neg,21
1542,30,mini,0.5,random,dist,english,,size,neg,21
1543,30,narrow,0.36,random,dist,english,,width,neg,22
1544,30,narrow,0.46,random,coll,english,,width,neg,22
1545,30,little,0.51,random,coll,english,,size,neg,23
1546,30,little,0.36,random,dist,english,,size,neg,23
1547,30,big,0.55,random,dist,english,,size,pos,24
1548,30,big,0.41,random,coll,english,,size,pos,24
1549,30,skinny,0.28,random,dist,english,,width,neg,25
1550,30,skinny,0.54,random,coll,english,,width,neg,25
1601,32,thick,1,random,dist,english,,width,pos,1
1602,32,thick,0,random,coll,english,,width,pos,1
1603,32,deep,1,random,coll,english,,depth,pos,2
1604,32,deep,0,random,dist,english,,depth,pos,2
1605,32,low,1,random,coll,english,,height,neg,3
1606,32,low,0,random,dist,english,,height,neg,3
1607,32,tall,0,random,coll,english,,height,pos,4
1608,32,tall,1,random,dist,english,,height,pos,4
1609,32,small,0,random,coll,english,,size,neg,5
1610,32,small,1,random,dist,english,,size,neg,5
1611,32,long,0,random,coll,english,,length,pos,6
1612,32,long,1,random,dist,english,,length,pos,6
1613,32,slight,0,random,coll,english,,size,neg,7
1614,32,slight,1,random,dist,english,,size,neg,7
1615,32,huge,0,random,coll,english,,size,pos,8
1616,32,huge,1,random,dist,english,,size,pos,8
1617,32,humongous,1,random,dist,english,,size,pos,9
1618,32,humongous,0,random,coll,english,,size,pos,9
1619,32,mini,1,random,dist,english,,size,neg,10
1620,32,mini,0,random,coll,english,,size,neg,10
1621,32,large,0,random,coll,english,,size,pos,11
1622,32,large,1,random,dist,english,,size,pos,11
1623,32,heavy,0,random,dist,english,,weight,pos,12
1624,32,heavy,1,random,coll,english,,weight,pos,12
1625,32,wide,0.28,random,coll,english,,width,pos,13
1626,32,wide,0.84,random,dist,english,,width,pos,13
1627,32,lengthy,0,random,dist,english,,length,pos,14
1628,32,lengthy,1,random,coll,english,,length,pos,14
1629,32,little,1,random,dist,english,,size,neg,15
1630,32,little,0,random,coll,english,,size,neg,15
1631,32,big,0,random,coll,english,,size,pos,16
1632,32,big,1,random,dist,english,,size,pos,16
1633,32,fat,0,random,coll,english,,width,pos,17
1634,32,fat,1,random,dist,english,,width,pos,17
1635,32,tiny,0.61,random,coll,english,,size,neg,18
1636,32,tiny,0.97,random,dist,english,,size,neg,18
1637,32,thin,0.68,random,dist,english,,width,neg,19
1638,32,thin,0.37,random,coll,english,,width,neg,19
1639,32,high,1,random,coll,english,,height,pos,20
1640,32,high,0,random,dist,english,,height,pos,20
1641,32,narrow,1,random,dist,english,,width,neg,21
1642,32,narrow,0,random,coll,english,,width,neg,21
1643,32,skinny,1,random,dist,english,,width,neg,22
1644,32,skinny,0,random,coll,english,,width,neg,22
1645,32,flat,1,random,dist,english,,height,neg,23
1646,32,flat,0,random,coll,english,,height,neg,23
1647,32,short,0.81,random,dist,english,,height,neg,24
1648,32,short,0.05,random,coll,english,,height,neg,24
1649,32,full,0.96,random,coll,english,,capacity,pos,25
1650,32,full,0,random,dist,english,,capacity,pos,25
1651,33,mini,0.85,random,dist,English,,size,neg,1
1652,33,mini,0.71,random,coll,English,,size,neg,1
1653,33,full,1,random,dist,English,,capacity,pos,2
1654,33,full,0,random,coll,English,,capacity,pos,2
1655,33,thin,0.1,random,coll,English,,width,neg,3
1656,33,thin,1,random,dist,English,,width,neg,3
1657,33,short,0.41,random,coll,English,,height,neg,4
1658,33,short,0.8,random,dist,English,,height,neg,4
1659,33,humongous,0.08,random,dist,English,,size,pos,5
1660,33,humongous,0.84,random,coll,English,,size,pos,5
1661,33,deep,0.71,random,dist,English,,depth,pos,6
1662,33,deep,0.36,random,coll,English,,depth,pos,6
1663,33,big,0.16,random,coll,English,,size,pos,7
1664,33,big,0.82,random,dist,English,,size,pos,7
1665,33,long,0.17,random,coll,English,,length,pos,8
1666,33,long,0.84,random,dist,English,,length,pos,8
1667,33,narrow,0.2,random,coll,English,,width,neg,9
1668,33,narrow,0.87,random,dist,English,,width,neg,9
1669,33,huge,0.83,random,dist,English,,size,pos,10
1670,33,huge,0.16,random,coll,English,,size,pos,10
1671,33,fat,0.18,random,coll,English,,width,pos,11
1672,33,fat,0.82,random,dist,English,,width,pos,11
1673,33,lengthy,0.75,random,dist,English,,length,pos,12
1674,33,lengthy,0.15,random,coll,English,,length,pos,12
1675,33,little,0.84,random,dist,English,,size,neg,13
1676,33,little,0.13,random,coll,English,,size,neg,13
1677,33,flat,0.06,random,coll,English,,height,neg,14
1678,33,flat,0.91,random,dist,English,,height,neg,14
1679,33,small,0.86,random,dist,English,,size,neg,15
1680,33,small,0.13,random,coll,English,,size,neg,15
1681,33,low,0.23,random,dist,English,,height,neg,16
1682,33,low,0.85,random,coll,English,,height,neg,16
1683,33,heavy,0.53,random,dist,English,,weight,pos,17
1684,33,heavy,0.78,random,coll,English,,weight,pos,17
1685,33,tiny,0.88,random,dist,English,,size,neg,18
1686,33,tiny,0.13,random,coll,English,,size,neg,18
1687,33,slight,0.93,random,coll,English,,size,neg,19
1688,33,slight,0.06,random,dist,English,,size,neg,19
1689,33,skinny,0.09,random,coll,English,,width,neg,20
1690,33,skinny,0.94,random,dist,English,,width,neg,20
1691,33,tall,0.87,random,dist,English,,height,pos,21
1692,33,tall,0.1,random,coll,English,,height,pos,21
1693,33,wide,0.86,random,dist,English,,width,pos,22
1694,33,wide,0.12,random,coll,English,,width,pos,22
1695,33,thick,0.84,random,dist,English,,width,pos,23
1696,33,thick,0.08,random,coll,English,,width,pos,23
1697,33,large,0.85,random,dist,English,,size,pos,24
1698,33,large,0.06,random,coll,English,,size,pos,24
1699,33,high,0.86,random,coll,English,,height,pos,25
1700,33,high,0.07,random,dist,English,,height,pos,25
1701,34,big,0.4,regular,coll,English,,size,pos,1
1702,34,big,0.95,regular,dist,English,,size,pos,1
1703,34,fat,0.88,regular,dist,English,,width,pos,2
1704,34,fat,0.08,regular,coll,English,,width,pos,2
1705,34,small,0.63,regular,coll,English,,size,neg,3
1706,34,small,0.91,regular,dist,English,,size,neg,3
1707,34,slight,0.61,regular,dist,English,,size,neg,4
1708,34,slight,0.73,regular,coll,English,,size,neg,4
1709,34,lengthy,0.75,regular,dist,English,,length,pos,5
1710,34,lengthy,0.11,regular,coll,English,,length,pos,5
1711,34,tiny,0.31,regular,coll,English,,size,neg,6
1712,34,tiny,0.77,regular,dist,English,,size,neg,6
1713,34,heavy,0.86,regular,dist,English,,weight,pos,7
1714,34,heavy,0.92,regular,coll,English,,weight,pos,7
1715,34,short,0.09,regular,coll,English,,height,neg,8
1716,34,short,0.92,regular,dist,English,,height,neg,8
1717,34,mini,0.09,regular,dist,English,,size,neg,9
1718,34,mini,0.81,regular,coll,English,,size,neg,9
1719,34,deep,0.09,regular,coll,English,,depth,pos,10
1720,34,deep,0.91,regular,dist,English,,depth,pos,10
1721,34,flat,0.91,regular,dist,English,,height,neg,11
1722,34,flat,0.09,regular,coll,English,,height,neg,11
1723,34,thin,0.12,regular,coll,English,,width,neg,12
1724,34,thin,0.93,regular,dist,English,,width,neg,12
1725,34,large,0.92,regular,dist,English,,size,pos,13
1726,34,large,0.75,regular,coll,English,,size,pos,13
1727,34,wide,0.88,regular,dist,English,,width,pos,14
1728,34,wide,0.57,regular,coll,English,,width,pos,14
1729,34,little,0.63,regular,coll,English,,size,neg,15
1730,34,little,0.91,regular,dist,English,,size,neg,15
1731,34,high,0.84,regular,dist,English,,height,pos,16
1732,34,high,0.11,regular,coll,English,,height,pos,16
1733,34,skinny,0.05,regular,coll,English,,width,neg,17
1734,34,skinny,0.93,regular,dist,English,,width,neg,17
1735,34,tall,0.52,regular,coll,English,,height,pos,18
1736,34,tall,0.81,regular,dist,English,,height,pos,18
1737,34,full,0.35,regular,dist,English,,capacity,pos,19
1738,34,full,0.72,regular,coll,English,,capacity,pos,19
1739,34,thick,0.67,regular,dist,English,,width,pos,20
1740,34,thick,0.26,regular,coll,English,,width,pos,20
1741,34,huge,0.49,regular,coll,English,,size,pos,21
1742,34,huge,0.69,regular,dist,English,,size,pos,21
1743,34,narrow,0.84,regular,dist,English,,width,neg,22
1744,34,narrow,0.2,regular,coll,English,,width,neg,22
1745,34,low,0.65,regular,dist,English,,height,neg,23
1746,34,low,0.14,regular,coll,English,,height,neg,23
1747,34,humongous,0.96,regular,dist,English,,size,pos,24
1748,34,humongous,0.14,regular,coll,English,,size,pos,24
1749,34,long,0.06,regular,coll,English,,length,pos,25
1750,34,long,0.89,regular,dist,English,,length,pos,25
1751,35,huge,0.18,random,coll,english,,size,pos,1
1752,35,huge,0.16,random,dist,english,,size,pos,1
1753,35,flat,0.47,random,coll,english,,height,neg,2
1754,35,flat,0.46,random,dist,english,,height,neg,2
1755,35,fat,0.18,random,dist,english,,width,pos,3
1756,35,fat,0.13,random,coll,english,,width,pos,3
1757,35,mini,0.79,random,dist,english,,size,neg,4
1758,35,mini,0.71,random,coll,english,,size,neg,4
1759,35,skinny,0.89,random,coll,english,,width,neg,5
1760,35,skinny,0.92,random,dist,english,,width,neg,5
1761,35,slight,0.86,random,coll,english,,size,neg,6
1762,35,slight,0.8,random,dist,english,,size,neg,6
1763,35,thin,0.96,random,coll,english,,width,neg,7
1764,35,thin,0.96,random,dist,english,,width,neg,7
1765,35,long,0.85,random,dist,english,,length,pos,8
1766,35,long,0.9,random,coll,english,,length,pos,8
1767,35,tiny,0.5,random,dist,english,,size,neg,9
1768,35,tiny,0.64,random,coll,english,,size,neg,9
1769,35,small,0.76,random,dist,english,,size,neg,10
1770,35,small,0.71,random,coll,english,,size,neg,10
1771,35,little,0.72,random,dist,english,,size,neg,11
1772,35,little,0.54,random,coll,english,,size,neg,11
1773,35,high,0.65,random,dist,english,,height,pos,12
1774,35,high,0.86,random,coll,english,,height,pos,12
1775,35,short,0.43,random,coll,english,,height,neg,13
1776,35,short,0.74,random,dist,english,,height,neg,13
1777,35,low,0.47,random,coll,english,,height,neg,14
1778,35,low,0.79,random,dist,english,,height,neg,14
1779,35,humongous,0.25,random,coll,english,,size,pos,15
1780,35,humongous,0.12,random,dist,english,,size,pos,15
1781,35,deep,0.22,random,coll,english,,depth,pos,16
1782,35,deep,0.18,random,dist,english,,depth,pos,16
1783,35,big,0.25,random,dist,english,,size,pos,17
1784,35,big,0.16,random,coll,english,,size,pos,17
1785,35,large,0.19,random,coll,english,,size,pos,18
1786,35,large,0.06,random,dist,english,,size,pos,18
1787,35,full,0.2,random,dist,english,,capacity,pos,19
1788,35,full,0.11,random,coll,english,,capacity,pos,19
1789,35,lengthy,0.85,random,coll,english,,length,pos,20
1790,35,lengthy,0.67,random,dist,english,,length,pos,20
1791,35,wide,0.15,random,coll,english,,width,pos,21
1792,35,wide,0.12,random,dist,english,,width,pos,21
1793,35,heavy,0.09,random,coll,english,,weight,pos,22
1794,35,heavy,0.09,random,dist,english,,weight,pos,22
1795,35,narrow,0.91,random,dist,english,,width,neg,23
1796,35,narrow,0.8,random,coll,english,,width,neg,23
1797,35,tall,0.78,random,dist,english,,height,pos,24
1798,35,tall,0.89,random,coll,english,,height,pos,24
1799,35,thick,0.11,random,dist,english,,width,pos,25
1800,35,thick,0.07,random,coll,english,,width,pos,25
1801,36,skinny,0.87,regular,coll,English,,width,neg,1
1802,36,skinny,0.82,regular,dist,English,,width,neg,1
1803,36,full,0.13,regular,coll,English,,capacity,pos,2
1804,36,full,0.92,regular,dist,English,,capacity,pos,2
1805,36,large,0.75,regular,coll,English,,size,pos,3
1806,36,large,0.08,regular,dist,English,,size,pos,3
1807,36,short,0.1,regular,coll,English,,height,neg,4
1808,36,short,0.77,regular,dist,English,,height,neg,4
1809,36,little,0.84,regular,dist,English,,size,neg,5
1810,36,little,0.13,regular,coll,English,,size,neg,5
1811,36,wide,0.81,regular,dist,English,,width,pos,6
1812,36,wide,0.11,regular,coll,English,,width,pos,6
1813,36,deep,0.57,regular,coll,English,,depth,pos,7
1814,36,deep,0.58,regular,dist,English,,depth,pos,7
1815,36,small,0.81,regular,dist,English,,size,neg,8
1816,36,small,0.13,regular,coll,English,,size,neg,8
1817,36,thick,0.59,regular,coll,English,,width,pos,9
1818,36,thick,0.75,regular,dist,English,,width,pos,9
1819,36,humongous,0,regular,dist,English,,size,pos,10
1820,36,humongous,0.99,regular,coll,English,,size,pos,10
1821,36,heavy,0.85,regular,coll,English,,weight,pos,11
1822,36,heavy,0.13,regular,dist,English,,weight,pos,11
1823,36,mini,0,regular,coll,English,,size,neg,12
1824,36,mini,0.94,regular,dist,English,,size,neg,12
1825,36,narrow,0.79,regular,coll,English,,width,neg,13
1826,36,narrow,0.2,regular,dist,English,,width,neg,13
1827,36,flat,0.98,regular,dist,English,,height,neg,14
1828,36,flat,0,regular,coll,English,,height,neg,14
1829,36,low,0.91,regular,dist,English,,height,neg,15
1830,36,low,0.08,regular,coll,English,,height,neg,15
1831,36,long,0.16,regular,dist,English,,length,pos,16
1832,36,long,0.82,regular,coll,English,,length,pos,16
1833,36,fat,0.6,regular,coll,English,,width,pos,17
1834,36,fat,0.15,regular,dist,English,,width,pos,17
1835,36,lengthy,0.13,regular,dist,English,,length,pos,18
1836,36,lengthy,0.83,regular,coll,English,,length,pos,18
1837,36,tiny,0.79,regular,dist,English,,size,neg,19
1838,36,tiny,0.25,regular,coll,English,,size,neg,19
1839,36,slight,0.49,regular,coll,English,,size,neg,20
1840,36,slight,0.51,regular,dist,English,,size,neg,20
1841,36,high,0.88,regular,coll,English,,height,pos,21
1842,36,high,0,regular,dist,English,,height,pos,21
1843,36,big,0.25,regular,dist,English,,size,pos,22
1844,36,big,0.94,regular,coll,English,,size,pos,22
1845,36,huge,0.87,regular,coll,English,,size,pos,23
1846,36,huge,0.1,regular,dist,English,,size,pos,23
1847,36,tall,1,regular,coll,English,,height,pos,24
1848,36,tall,0.05,regular,dist,English,,height,pos,24
1849,36,thin,0.8,regular,dist,English,,width,neg,25
1850,36,thin,0.15,regular,coll,English,,width,neg,25
1851,37,slight,0.17,regular,coll,English,,size,neg,1
1852,37,slight,0.86,regular,dist,English,,size,neg,1
1853,37,thick,0.09,regular,coll,English,,width,pos,2
1854,37,thick,0.93,regular,dist,English,,width,pos,2
1855,37,mini,0.09,regular,coll,English,,size,neg,3
1856,37,mini,0.94,regular,dist,English,,size,neg,3
1857,37,small,0.02,regular,coll,English,,size,neg,4
1858,37,small,1,regular,dist,English,,size,neg,4
1859,37,deep,0.03,regular,dist,English,,depth,pos,5
1860,37,deep,0.98,regular,coll,English,,depth,pos,5
1861,37,large,0.02,regular,coll,English,,size,pos,6
1862,37,large,0.98,regular,dist,English,,size,pos,6
1863,37,fat,0.93,regular,coll,English,,width,pos,7
1864,37,fat,0.1,regular,dist,English,,width,pos,7
1865,37,lengthy,0.07,regular,coll,English,,length,pos,8
1866,37,lengthy,0.92,regular,dist,English,,length,pos,8
1867,37,heavy,0.86,regular,coll,English,,weight,pos,9
1868,37,heavy,0.2,regular,dist,English,,weight,pos,9
1869,37,tall,0.92,regular,coll,English,,height,pos,10
1870,37,tall,0.12,regular,dist,English,,height,pos,10
1871,37,full,0.04,regular,coll,English,,capacity,pos,11
1872,37,full,0.95,regular,dist,English,,capacity,pos,11
1873,37,narrow,0.05,regular,dist,English,,width,neg,12
1874,37,narrow,0.96,regular,coll,English,,width,neg,12
1875,37,short,0.04,regular,coll,English,,height,neg,13
1876,37,short,0.97,regular,dist,English,,height,neg,13
1877,37,high,0.98,regular,dist,English,,height,pos,14
1878,37,high,0,regular,coll,English,,height,pos,14
1879,37,flat,0.03,regular,dist,English,,height,neg,15
1880,37,flat,0.99,regular,coll,English,,height,neg,15
1881,37,long,0.03,regular,dist,English,,length,pos,16
1882,37,long,0.98,regular,coll,English,,length,pos,16
1883,37,thin,0.07,regular,dist,English,,width,neg,17
1884,37,thin,0.92,regular,coll,English,,width,neg,17
1885,37,humongous,0.95,regular,coll,English,,size,pos,18
1886,37,humongous,0.07,regular,dist,English,,size,pos,18
1887,37,huge,0.95,regular,dist,English,,size,pos,19
1888,37,huge,0.05,regular,coll,English,,size,pos,19
1889,37,wide,0.05,regular,dist,English,,width,pos,20
1890,37,wide,0.93,regular,coll,English,,width,pos,20
1891,37,tiny,0.06,regular,coll,English,,size,neg,21
1892,37,tiny,0.96,regular,dist,English,,size,neg,21
1893,37,skinny,0.05,regular,dist,English,,width,neg,22
1894,37,skinny,0.96,regular,coll,English,,width,neg,22
1895,37,little,0.04,regular,dist,English,,size,neg,23
1896,37,little,0.95,regular,coll,English,,size,neg,23
1897,37,big,0.69,regular,dist,English,,size,pos,24
1898,37,big,0.28,regular,coll,English,,size,pos,24
1899,37,low,0.05,regular,coll,English,,height,neg,25
1900,37,low,0.95,regular,dist,English,,height,neg,25
1901,38,big,0.49,regular,coll,english,,size,pos,1
1902,38,big,0.79,regular,dist,english,,size,pos,1
1903,38,full,0.6,regular,dist,english,,capacity,pos,2
1904,38,full,0.88,regular,coll,english,,capacity,pos,2
1905,38,heavy,0.56,regular,dist,english,,weight,pos,3
1906,38,heavy,0.81,regular,coll,english,,weight,pos,3
1907,38,low,0.87,regular,dist,english,,height,neg,4
1908,38,low,0.22,regular,coll,english,,height,neg,4
1909,38,tiny,0.2,regular,coll,english,,size,neg,5
1910,38,tiny,0.88,regular,dist,english,,size,neg,5
1911,38,thick,0.69,regular,dist,english,,width,pos,6
1912,38,thick,0.82,regular,coll,english,,width,pos,6
1913,38,lengthy,0.64,regular,dist,english,,length,pos,7
1914,38,lengthy,0.84,regular,coll,english,,length,pos,7
1915,38,mini,0.79,regular,dist,english,,size,neg,8
1916,38,mini,0.22,regular,coll,english,,size,neg,8
1917,38,long,0.85,regular,coll,english,,length,pos,9
1918,38,long,0.53,regular,dist,english,,length,pos,9
1919,38,narrow,0.38,regular,dist,english,,width,neg,10
1920,38,narrow,0.38,regular,coll,english,,width,neg,10
1921,38,large,0.52,regular,dist,english,,size,pos,11
1922,38,large,0.9,regular,coll,english,,size,pos,11
1923,38,wide,0.77,regular,dist,english,,width,pos,12
1924,38,wide,0.89,regular,coll,english,,width,pos,12
1925,38,slight,0.45,regular,dist,english,,size,neg,13
1926,38,slight,0.24,regular,coll,english,,size,neg,13
1927,38,humongous,0.47,regular,dist,english,,size,pos,14
1928,38,humongous,0.8,regular,coll,english,,size,pos,14
1929,38,thin,0.72,regular,dist,english,,width,neg,15
1930,38,thin,0.28,regular,coll,english,,width,neg,15
1931,38,small,0.24,regular,coll,english,,size,neg,16
1932,38,small,0.72,regular,dist,english,,size,neg,16
1933,38,flat,0.2,regular,coll,english,,height,neg,17
1934,38,flat,0.36,regular,dist,english,,height,neg,17
1935,38,deep,0.72,regular,dist,english,,depth,pos,18
1936,38,deep,0.86,regular,coll,english,,depth,pos,18
1937,38,little,0.58,regular,dist,english,,size,neg,19
1938,38,little,0.26,regular,coll,english,,size,neg,19
1939,38,tall,0.88,regular,coll,english,,height,pos,20
1940,38,tall,0.38,regular,dist,english,,height,pos,20
1941,38,huge,0.89,regular,coll,english,,size,pos,21
1942,38,huge,0.39,regular,dist,english,,size,pos,21
1943,38,fat,0.49,regular,dist,english,,width,pos,22
1944,38,fat,0.85,regular,coll,english,,width,pos,22
1945,38,short,0.93,regular,dist,english,,height,neg,23
1946,38,short,0.3,regular,coll,english,,height,neg,23
1947,38,skinny,0.82,regular,dist,english,,width,neg,24
1948,38,skinny,0.23,regular,coll,english,,width,neg,24
1949,38,high,0.86,regular,coll,english,,height,pos,25
1950,38,high,0.27,regular,dist,english,,height,pos,25
1951,39,heavy,0.77,random,coll,English,,weight,pos,1
1952,39,heavy,0.2,random,dist,English,,weight,pos,1
1953,39,humongous,0.21,random,dist,English,,size,pos,2
1954,39,humongous,0.77,random,coll,English,,size,pos,2
1955,39,mini,0.79,random,dist,English,,size,neg,3
1956,39,mini,0.18,random,coll,English,,size,neg,3
1957,39,short,0.76,random,dist,English,,height,neg,4
1958,39,short,0.22,random,coll,English,,height,neg,4
1959,39,wide,0.75,random,coll,English,,width,pos,5
1960,39,wide,0.22,random,dist,English,,width,pos,5
1961,39,lengthy,0.17,random,dist,English,,length,pos,6
1962,39,lengthy,0.77,random,coll,English,,length,pos,6
1963,39,deep,0.23,random,dist,English,,depth,pos,7
1964,39,deep,0.77,random,coll,English,,depth,pos,7
1965,39,tiny,0.8,random,dist,English,,size,neg,8
1966,39,tiny,0.19,random,coll,English,,size,neg,8
1967,39,little,0.74,random,dist,English,,size,neg,9
1968,39,little,0.19,random,coll,English,,size,neg,9
1969,39,low,0.17,random,coll,English,,height,neg,10
1970,39,low,0.77,random,dist,English,,height,neg,10
1971,39,large,0.19,random,dist,English,,size,pos,11
1972,39,large,0.8,random,coll,English,,size,pos,11
1973,39,full,0.75,random,dist,English,,capacity,pos,12
1974,39,full,0.25,random,coll,English,,capacity,pos,12
1975,39,long,0.82,random,coll,English,,length,pos,13
1976,39,long,0.17,random,dist,English,,length,pos,13
1977,39,big,0.82,random,coll,English,,size,pos,14
1978,39,big,0.16,random,dist,English,,size,pos,14
1979,39,flat,0.18,random,coll,English,,height,neg,15
1980,39,flat,0.77,random,dist,English,,height,neg,15
1981,39,huge,0.76,random,coll,English,,size,pos,16
1982,39,huge,0.17,random,dist,English,,size,pos,16
1983,39,skinny,0.8,random,dist,English,,width,neg,17
1984,39,skinny,0.19,random,coll,English,,width,neg,17
1985,39,small,0.79,random,dist,English,,size,neg,18
1986,39,small,0.2,random,coll,English,,size,neg,18
1987,39,thick,0.19,random,dist,English,,width,pos,19
1988,39,thick,0.78,random,coll,English,,width,pos,19
1989,39,tall,0.19,random,dist,English,,height,pos,20
